,Name,Company,City,Year,KM_Driven,No._of_Owners,Fuel_Type,Calculated_Score,Original_Price,Discount,On_Road_Price
3857,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2020,31747,1,Petrol,507000,551399,23600,527799
3858,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2017,48779,1,Petrol,370000,637099,0,637099
3859,HYUNDAICRETA,HYUNDAI,Hyderabad,2020,17580,1,Petrol,474000,1500699,31400,1469299
3860,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,58861,1,Petrol,507000,538999,21100,517899
3861,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2017,51542,1,Diesel,507000,889699,0,889699
3862,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2020,20995,1,Petrol,367000,534099,5100,528999
3863,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2019,20846,2,Petrol,367000,612199,30000,582199
3864,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2017,55438,1,Petrol + CNG,507000,422099,9400,412699
3865,HYUNDAICRETA,HYUNDAI,Hyderabad,2017,91536,1,Petrol,507000,997199,60000,937199
3866,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2015,47308,1,Petrol,181000,484299,5000,479299
3867,HYUNDAICRETA,HYUNDAI,Hyderabad,2016,92021,1,Diesel,715000,1099299,27400,1071899
3868,MARUTIS PRESSO,MARUTI,Hyderabad,2021,6492,1,Petrol,367000,489699,17100,472599
3869,MARUTIDZIRE,MARUTI,Hyderabad,2017,54189,2,Petrol,507000,647099,5000,642099
3870,MARUTICIAZ,MARUTI,Hyderabad,2021,4929,1,Petrol,474000,1049399,18600,1030799
3871,HYUNDAIEON,HYUNDAI,Hyderabad,2018,44838,1,Petrol,468000,374899,14000,360899
3872,MARUTIALTO K10,MARUTI,Hyderabad,2019,59487,2,Petrol,507000,466799,26300,440499
3873,MAHINDRAXUV 3OO,MAHINDRA,Hyderabad,2021,13215,1,Petrol,715000,1205199,22400,1182799
3874,HYUNDAINEW I20,HYUNDAI,Hyderabad,2021,4206,1,Petrol,474000,1012899,10100,1002799
3875,KIASELTOS,KIA,Hyderabad,2019,45343,1,Petrol,715000,1773699,94000,1679699
3876,HYUNDAICRETA,HYUNDAI,Hyderabad,2017,78820,1,Diesel,507000,1231199,117300,1113899
3877,HYUNDAICRETA,HYUNDAI,Hyderabad,2016,99411,1,Diesel,715000,1104599,17850,1086749
3878,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2018,17258,1,Petrol,169000,439599,0,439599
3879,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2019,36488,1,Petrol,507000,610999,45700,565299
3880,HYUNDAIEON,HYUNDAI,Hyderabad,2015,56285,1,Petrol,140000,335199,0,335199
3881,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2019,32580,1,Petrol,507000,599099,17000,582099
3882,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2018,81241,1,Petrol,715000,704699,9400,695299
3883,MARUTIALTO K10,MARUTI,Hyderabad,2018,79907,2,Petrol,507000,391099,24400,366699
3884,HYUNDAII20 ACTIVE,HYUNDAI,Hyderabad,2015,65584,1,Petrol,181000,582399,0,582399
3885,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2014,76151,1,Petrol,181000,367199,16700,350499
3886,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,57256,2,Petrol,507000,551199,33200,517999
3887,HONDAWR-V,HONDA,Hyderabad,2021,13151,1,Diesel,715000,1333699,59500,1274199
3888,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2020,19500,1,Petrol,474000,558699,0,558699
3889,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,74481,1,Petrol,507000,502699,32000,470699
3890,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2013,53956,2,Petrol,181000,348049,5000,343049
3891,HONDAAMAZE,HONDA,Hyderabad,2018,58210,1,Diesel,507000,760099,0,760099
3892,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2013,21934,1,Petrol,140000,372499,17200,355299
3893,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,20079,2,Petrol,169000,555899,7200,548699
3894,MARUTIALTO K10,MARUTI,Hyderabad,2019,46722,1,Petrol,507000,423799,39000,384799
3895,MARUTIS PRESSO,MARUTI,Hyderabad,2020,39233,1,Petrol,507000,467899,31450,436449
3896,MARUTIALTO K10,MARUTI,Hyderabad,2018,10387,1,Petrol,169000,422699,5000,417699
3897,HYUNDAINEW I20,HYUNDAI,Hyderabad,2021,9621,1,Petrol,367000,1087499,67300,1020199
3898,HYUNDAICRETA,HYUNDAI,Hyderabad,2018,53497,1,Diesel,315000,1449099,46100,1402999
3899,MARUTIALTO 800,MARUTI,Hyderabad,2018,64650,2,Petrol,507000,336699,16000,320699
3900,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2013,54879,2,Petrol,181000,331799,8900,322899
3901,MARUTIALTO K10,MARUTI,Hyderabad,2018,18954,2,Petrol,169000,414499,32300,382199
3902,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2018,23490,1,Petrol,169000,497499,21000,476499
3903,HYUNDAICRETA,HYUNDAI,Hyderabad,2020,80049,1,Petrol,507000,1234699,49600,1185099
3904,HONDAJAZZ,HONDA,Hyderabad,2016,72488,1,Petrol,102000,649399,13000,636399
3905,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2017,57522,1,Petrol,507000,428899,9700,419199
3906,HYUNDAIEON,HYUNDAI,Hyderabad,2017,46205,1,Petrol,169000,366099,0,366099
3907,HYUNDAIVERNA,HYUNDAI,Hyderabad,2019,74560,1,Petrol,715000,1009799,7100,1002699
3908,MARUTIS PRESSO,MARUTI,Hyderabad,2022,14145,1,Petrol,507000,612899,25500,587399
3909,MARUTIS CROSS,MARUTI,Hyderabad,2019,15670,1,Diesel,367000,1119099,47700,1071399
3910,MARUTIALTO K10,MARUTI,Hyderabad,2016,38874,1,Petrol,140000,353099,5000,348099
3911,MARUTIALTO K10,MARUTI,Hyderabad,2017,11116,1,Petrol,169000,400899,0,400899
3912,MARUTIS CROSS,MARUTI,Hyderabad,2019,21892,1,Diesel,474000,1056499,0,1056499
3913,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,25918,1,Petrol,367000,591499,0,591499
3914,HONDACITY,HONDA,Hyderabad,2018,55618,1,Petrol,507000,1014899,71500,943399
3915,FORDECOSPORT,FORD,Hyderabad,2014,83540,1,Petrol,102000,675999,7300,668699
3916,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2019,59311,1,Diesel,715000,1004999,0,1004999
3917,HONDACITY,HONDA,Hyderabad,2017,60842,1,Petrol,507000,798299,46000,752299
3918,DATSUNREDI GO,DATSUN,Hyderabad,2020,38515,1,Petrol,468000,364899,0,364899
3919,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,30208,1,Petrol,169000,554699,18500,536199
3920,JEEPCOMPASS,JEEP,Hyderabad,2018,73576,1,Petrol,715000,1453699,131200,1322499
3921,RENAULTDUSTER,RENAULT,Hyderabad,2019,43889,1,Diesel,507000,1208599,71400,1137199
3922,MARUTIALTO K10,MARUTI,Hyderabad,2017,39794,1,Petrol,169000,392899,20100,372799
3923,HYUNDAICRETA,HYUNDAI,Hyderabad,2018,57825,1,Diesel,315000,1404099,69500,1334599
3924,HYUNDAICRETA,HYUNDAI,Hyderabad,2017,83130,1,Diesel,507000,1206299,20100,1186199
3925,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2019,65057,1,Petrol,507000,605899,55100,550799
3926,MARUTIS PRESSO,MARUTI,Hyderabad,2020,37774,1,Petrol,507000,464299,0,464299
3927,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,36128,1,Petrol,169000,535299,5000,530299
3928,MGHECTOR,MG,Hyderabad,2020,18555,1,Petrol,474000,1852299,92000,1760299
3929,MARUTIBALENO,MARUTI,Hyderabad,2016,65642,1,Petrol,102000,645499,5100,640399
3930,HYUNDAIGRAND I10 NIOS,HYUNDAI,Hyderabad,2020,20211,1,Petrol,367000,680799,0,680799
3931,HYUNDAICRETA,HYUNDAI,Hyderabad,2017,82921,1,Diesel,507000,1263999,117700,1146299
3932,MARUTIALTO K10,MARUTI,Hyderabad,2017,33146,1,Petrol,169000,390599,28800,361799
3933,TATANEXON,TATA,Hyderabad,2021,14460,1,Petrol,507000,1112699,85700,1026999
3934,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2017,41142,1,Petrol,169000,696799,8950,687849
3935,MARUTIDZIRE,MARUTI,Hyderabad,2021,12005,1,Petrol,715000,841299,0,841299
3936,MARUTIALTO K10,MARUTI,Hyderabad,2017,49690,1,Petrol,169000,393799,20100,373699
3937,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,98014,1,Petrol,507000,569999,21200,548799
3938,MARUTIS PRESSO,MARUTI,Hyderabad,2020,11036,1,Petrol,367000,512299,20800,491499
3939,FORDECOSPORT,FORD,Hyderabad,2019,20686,1,Petrol,474000,1012299,0,1012299
3940,MARUTIALTO,MARUTI,Hyderabad,2021,52067,1,Petrol,507000,394199,0,394199
3941,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2014,61324,2,Petrol,181000,396299,14600,381699
3942,MARUTIALTO 800,MARUTI,Hyderabad,2019,34313,1,Petrol,169000,336699,16000,320699
3943,KIASELTOS,KIA,Hyderabad,2020,73138,1,Diesel,715000,1669199,0,1669199
3944,MARUTIALTO,MARUTI,Hyderabad,2022,2172,1,Petrol,367000,472799,12400,460399
3945,MARUTIS PRESSO,MARUTI,Hyderabad,2021,10685,1,Petrol,367000,472599,11500,461099
3946,MARUTICIAZ,MARUTI,Hyderabad,2017,36667,1,Petrol,169000,850499,0,850499
3947,MARUTIS PRESSO,MARUTI,Hyderabad,2020,75220,1,Petrol,507000,487599,24700,462899
3948,HYUNDAICRETA,HYUNDAI,Hyderabad,2017,94538,2,Petrol,507000,1061099,31000,1030099
3949,HONDACITY,HONDA,Hyderabad,2017,73848,1,Petrol,507000,823299,33200,790099
3950,MARUTIS PRESSO,MARUTI,Hyderabad,2019,31704,1,Petrol,507000,467599,5000,462599
3951,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2019,60066,1,Petrol,507000,828599,0,828599
3952,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,50555,2,Petrol,507000,534099,0,534099
3953,HYUNDAIVENUE,HYUNDAI,Hyderabad,2021,31351,1,Diesel,507000,1201699,60700,1140999
3954,HONDACITY,HONDA,Hyderabad,2019,96918,1,Petrol,507000,1130399,26700,1103699
3955,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2013,53633,2,Petrol,140000,342399,0,342399
3956,HYUNDAIVERNA,HYUNDAI,Hyderabad,2021,8070,1,Petrol,474000,1605999,0,1605999
3957,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,52665,1,Petrol,507000,624899,39700,585199
3958,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2020,45159,1,Petrol,507000,558699,16000,542699
3959,FORDECOSPORT,FORD,Hyderabad,2018,70310,1,Diesel,507000,864099,0,864099
3960,HYUNDAICRETA,HYUNDAI,Hyderabad,2018,50591,1,Diesel,315000,1326299,80200,1246099
3961,HYUNDAICRETA,HYUNDAI,Hyderabad,2020,27139,2,Petrol,715000,1500699,37900,1462799
3962,MARUTIIGNIS,MARUTI,Hyderabad,2017,86513,1,Petrol,507000,502899,52400,450499
3963,MARUTIS PRESSO,MARUTI,Hyderabad,2020,32478,1,Petrol,507000,469099,0,469099
3964,HYUNDAIVENUE,HYUNDAI,Hyderabad,2020,22613,1,Petrol,507000,1180699,86800,1093899
3965,JEEPCOMPASS,JEEP,Hyderabad,2018,58758,1,Diesel,507000,1515999,40800,1475199
3966,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,35754,1,Petrol,169000,555899,6700,549199
3967,MARUTIALTO 800,MARUTI,Hyderabad,2018,32203,1,Petrol,169000,336699,10000,326699
3968,HONDACITY,HONDA,Hyderabad,2018,15569,1,Petrol,169000,1175799,27200,1148599
3969,HYUNDAIVERNA,HYUNDAI,Hyderabad,2018,56134,2,Diesel,507000,1138599,30400,1108199
3970,MARUTIIGNIS,MARUTI,Hyderabad,2018,14279,3,Petrol,169000,616299,0,616299
3971,HYUNDAIVERNA,HYUNDAI,Hyderabad,2018,90401,1,Diesel,507000,1016799,88000,928799
3972,MAHINDRAMARAZZO,MAHINDRA,Hyderabad,2021,47115,1,Diesel,715000,1544599,189700,1354899
3973,MARUTICIAZ,MARUTI,Hyderabad,2017,54211,2,Petrol,507000,787599,14600,772999
3974,MARUTICIAZ,MARUTI,Hyderabad,2019,30901,2,Petrol,169000,855999,23800,832199
3975,HYUNDAIVERNA,HYUNDAI,Hyderabad,2018,58776,1,Diesel,315000,1105499,0,1105499
3976,MARUTIALTO,MARUTI,Hyderabad,2021,11574,1,Petrol,507000,435999,33000,402999
3977,MARUTIALTO 800,MARUTI,Hyderabad,2018,44810,2,Petrol,507000,336699,16000,320699
3978,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2018,60208,2,Diesel,715000,958699,5000,953699
3979,MARUTIALTO 800,MARUTI,Hyderabad,2018,39492,1,Petrol,169000,350299,18200,332099
3980,JEEPCOMPASS,JEEP,Hyderabad,2019,50070,1,Diesel,507000,1591899,75200,1516699
3981,MARUTIALTO K10,MARUTI,Hyderabad,2018,33642,1,Petrol,468000,401799,17600,384199
3982,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2018,97271,1,Diesel,715000,819499,0,819499
3983,MARUTIS PRESSO,MARUTI,Hyderabad,2021,29604,1,Petrol + CNG,507000,509499,0,509499
3984,MARUTIALTO 800,MARUTI,Hyderabad,2019,67446,2,Petrol,507000,353299,23800,329499
3985,MARUTIALTO K10,MARUTI,Hyderabad,2018,91993,1,Petrol,507000,401899,0,401899
3986,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2014,56693,2,Petrol,140000,394699,11700,382999
3987,MARUTIIGNIS,MARUTI,Hyderabad,2017,60126,2,Petrol,507000,495349,41550,453799
3988,HONDAJAZZ,HONDA,Hyderabad,2019,12751,1,Petrol,367000,918799,22600,896199
3989,HONDAWR-V,HONDA,Hyderabad,2019,27043,2,Petrol,169000,855099,0,855099
3990,MARUTICIAZ,MARUTI,Hyderabad,2019,67388,1,Petrol,507000,894599,0,894599
3991,MARUTIALTO,MARUTI,Hyderabad,2021,13565,1,Petrol,507000,431749,32150,399599
3992,MARUTIALTO K10,MARUTI,Hyderabad,2018,31007,3,Petrol,169000,407499,17800,389699
3993,DATSUNREDI GO,DATSUN,Hyderabad,2021,33063,2,Petrol,507000,400399,24000,376399
3994,MARUTIXL6,MARUTI,Hyderabad,2021,17341,1,Petrol,715000,1287099,54900,1232199
3995,MARUTIS PRESSO,MARUTI,Hyderabad,2021,25758,1,Petrol,507000,492699,9700,482999
3996,FORDECOSPORT,FORD,Hyderabad,2018,72270,1,Diesel,715000,972299,0,972299
3997,HYUNDAICRETA,HYUNDAI,Hyderabad,2019,83734,1,Petrol,715000,1358199,123200,1234999
3998,HYUNDAIVERNA,HYUNDAI,Hyderabad,2017,93464,1,Diesel,507000,991499,109400,882099
3999,MARUTIALTO,MARUTI,Hyderabad,2021,8926,1,Petrol,367000,425199,21500,403699
4000,MARUTIIGNIS,MARUTI,Hyderabad,2017,57469,1,Petrol,507000,539699,15400,524299
4001,MARUTIS CROSS,MARUTI,Hyderabad,2017,59371,1,Diesel,315000,817299,10000,807299
4002,HYUNDAII20 ACTIVE,HYUNDAI,Hyderabad,2019,21806,1,Petrol,367000,848299,25000,823299
4003,HYUNDAINEW I20,HYUNDAI,Hyderabad,2021,49654,1,Petrol,507000,1165799,62800,1102999
4004,DATSUNREDI GO,DATSUN,Hyderabad,2021,29164,1,Petrol,918000,380999,5000,375999
4005,HONDAWR-V,HONDA,Hyderabad,2021,27310,1,Petrol,715000,1072799,53000,1019799
4006,HONDACITY,HONDA,Hyderabad,2020,41130,1,Petrol,715000,1225999,0,1225999
4007,MARUTIALTO K10,MARUTI,Hyderabad,2016,58531,2,Petrol,181000,368899,0,368899
4008,TOYOTAYARIS,TOYOTA,Hyderabad,2018,11345,1,Petrol,370000,829199,21200,807999
4009,HONDAWR-V,HONDA,Hyderabad,2019,30918,1,Petrol,169000,855899,5000,850899
4010,MARUTIALTO,MARUTI,Hyderabad,2021,13331,1,Petrol,507000,420999,17700,403299
4011,HYUNDAINEW I20,HYUNDAI,Hyderabad,2021,33848,2,Petrol,507000,751199,17100,734099
4012,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2018,41294,1,Petrol,315000,739699,0,739699
4013,MARUTIXL6,MARUTI,Hyderabad,2022,3525,1,Petrol,474000,1452899,35500,1417399
4014,FORDECOSPORT,FORD,Hyderabad,2018,67076,1,Diesel,507000,969599,0,969599
4015,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2018,71532,1,Petrol,715000,739699,0,739699
4016,MARUTICIAZ,MARUTI,Hyderabad,2018,74856,2,Petrol,715000,825099,25500,799599
4017,MARUTIS CROSS,MARUTI,Hyderabad,2021,11645,1,Petrol,474000,1162299,30000,1132299
4018,MARUTIS CROSS,MARUTI,Hyderabad,2019,49048,1,Diesel,100000,1051299,66800,984499
4019,MARUTIS CROSS,MARUTI,Hyderabad,2019,64748,2,Diesel,507000,1035999,75200,960799
4020,MARUTIBALENO,MARUTI,Hyderabad,2020,26471,2,Petrol,507000,883899,22300,861599
4021,MARUTIS CROSS,MARUTI,Hyderabad,2021,26706,1,Petrol,715000,1162299,9950,1152349
4022,HYUNDAIVENUE,HYUNDAI,Hyderabad,2020,23816,1,Petrol,715000,1237499,64300,1173199
4023,TOYOTAYARIS,TOYOTA,Hyderabad,2018,37668,2,Petrol,370000,829199,10000,819199
4024,MARUTIALTO,MARUTI,Hyderabad,2019,29251,2,Petrol,367000,373299,16000,357299
4025,MARUTIS CROSS,MARUTI,Hyderabad,2020,47685,1,Petrol,715000,1162299,27100,1135199
4026,TOYOTAYARIS,TOYOTA,Hyderabad,2020,38950,1,Petrol,715000,1104699,0,1104699
4027,RENAULTKWID,RENAULT,Hyderabad,2021,16271,1,Petrol,507000,531399,0,531399
4028,MARUTIALTO 800,MARUTI,Hyderabad,2013,60908,2,Petrol,140000,272299,0,272299
4029,MARUTIDZIRE,MARUTI,Hyderabad,2017,78258,2,Diesel,507000,755799,0,755799
4030,RENAULTKWID,RENAULT,Hyderabad,2018,50601,1,Petrol,507000,362199,0,362199
4031,MARUTICELERIO,MARUTI,Hyderabad,2022,3781,2,Petrol,474000,719299,0,719299
4032,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2014,57780,1,Diesel,181000,593699,60400,533299
4033,MARUTICELERIO,MARUTI,Hyderabad,2016,69409,2,Petrol,102000,427999,0,427999
4034,MARUTIERTIGA,MARUTI,Hyderabad,2017,66954,1,Diesel,507000,937499,0,937499
4035,MARUTISWIFT,MARUTI,Hyderabad,2017,24910,1,Petrol,169000,601399,22100,579299
4036,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2015,15407,1,Petrol,181000,499599,0,499599
4037,MARUTIBALENO,MARUTI,Hyderabad,2016,65498,1,Petrol,102000,527099,16900,510199
4038,HYUNDAII20,HYUNDAI,Hyderabad,2014,91401,1,Diesel,102000,506899,0,506899
4039,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2020,14544,1,Petrol,474000,506299,0,506299
4040,MARUTICELERIO,MARUTI,Hyderabad,2019,81455,2,Petrol,507000,496499,0,496499
4041,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2015,78650,1,Petrol,102000,568499,18900,549599
4042,HONDACITY,HONDA,Hyderabad,2017,64209,1,Petrol,468000,694299,0,694299
4043,HYUNDAICRETA,HYUNDAI,Hyderabad,2016,68895,2,Diesel,102000,1115399,0,1115399
4044,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2014,55888,2,Petrol,140000,453799,0,453799
4045,MARUTIALTO K10,MARUTI,Hyderabad,2014,35591,2,Petrol,140000,295899,0,295899
4046,HONDACITY,HONDA,Hyderabad,2014,70958,2,Petrol,181000,581999,0,581999
4047,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2013,59796,2,Petrol,181000,454399,0,454399
4048,MARUTIBALENO,MARUTI,Hyderabad,2016,66198,1,Petrol,102000,608399,22100,586299
4049,MARUTIBALENO,MARUTI,Hyderabad,2016,69476,1,Petrol,322000,584399,0,584399
4050,HYUNDAIEON,HYUNDAI,Hyderabad,2014,66735,2,Petrol,140000,308799,0,308799
4051,SKODARAPID,SKODA,Hyderabad,2017,91655,2,Petrol,507000,688399,0,688399
4052,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2015,77898,2,Petrol,102000,380999,5600,375399
4053,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2020,27206,1,Petrol,507000,941899,0,941899
4054,RENAULTTRIBER,RENAULT,Hyderabad,2021,31491,1,Petrol,507000,730499,0,730499
4055,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2017,25909,1,Petrol,169000,675199,28500,646699
4056,VOLKSWAGENVENTO,VOLKSWAGEN,Hyderabad,2020,39734,1,Petrol,715000,993299,0,993299
4057,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,41018,1,Petrol,169000,555899,19500,536399
4058,MAHINDRATHAR,MAHINDRA,Hyderabad,2019,44680,1,Diesel,715000,869099,0,869099
4059,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2020,20479,1,Petrol,507000,1154499,0,1154499
4060,MARUTIALTO K10,MARUTI,Hyderabad,2018,54230,1,Petrol,507000,375799,0,375799
4061,MAHINDRAXUV 3OO,MAHINDRA,Hyderabad,2020,54426,1,Diesel,715000,1073899,0,1073899
4062,KIASELTOS,KIA,Hyderabad,2020,76761,2,Diesel,507000,1841899,33300,1808599
4063,MARUTIBALENO,MARUTI,Hyderabad,2018,58423,1,Petrol,507000,654999,0,654999
4064,MARUTIDZIRE,MARUTI,Hyderabad,2020,13827,1,Petrol,367000,878799,0,878799
4065,MARUTIIGNIS,MARUTI,Hyderabad,2017,35424,1,Petrol,169000,536899,12450,524449
4066,FORDFREESTYLE,FORD,Hyderabad,2019,58877,1,Petrol,507000,665699,0,665699
4067,FORDECOSPORT,FORD,Hyderabad,2021,22079,1,Petrol,507000,1224499,0,1224499
4068,TATANEXON,TATA,Hyderabad,2019,59133,1,Diesel,507000,912699,0,912699
4069,MARUTIS CROSS,MARUTI,Hyderabad,2019,58513,1,Diesel,507000,1056599,72250,984349
4070,HYUNDAIXCENT,HYUNDAI,Hyderabad,2019,10918,1,Petrol,474000,711899,0,711899
4071,MARUTIS CROSS,MARUTI,Hyderabad,2021,40623,1,Petrol,715000,1162299,0,1162299
4072,MARUTISWIFT,MARUTI,Hyderabad,2011,81985,1,Petrol,507000,385899,8100,377799
4073,MARUTIALTO,MARUTI,Hyderabad,2012,29367,1,Petrol,520000,215199,0,215199
4074,TATATIAGO,TATA,Hyderabad,2018,94860,1,Petrol,507000,395699,0,395699
4075,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2012,100111,1,Diesel,181000,470299,15100,455199
4076,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2012,57122,1,Petrol,181000,490799,0,490799
4077,VOLKSWAGENPOLO,VOLKSWAGEN,Hyderabad,2019,59938,1,Petrol,715000,580799,21600,559199
4078,MARUTIERTIGA,MARUTI,Hyderabad,2015,77326,1,Petrol,102000,687399,0,687399
4079,RENAULTKWID,RENAULT,Hyderabad,2017,66528,1,Petrol,468000,333899,0,333899
4080,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2012,79595,1,Diesel,181000,479599,29900,449699
4081,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2015,89496,1,Diesel,102000,631699,0,631699
4082,RENAULTKWID,RENAULT,Hyderabad,2017,80253,2,Petrol,468000,306499,0,306499
4083,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2015,94590,1,Petrol,102000,475699,5000,470699
4084,RENAULTKWID,RENAULT,Hyderabad,2018,42192,1,Petrol,507000,411499,17050,394449
4085,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2015,62871,2,Petrol,181000,537699,0,537699
4086,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2017,89798,1,Diesel,715000,673099,0,673099
4087,KIASONET,KIA,Hyderabad,2021,21473,1,Petrol,507000,1298199,76700,1221499
4088,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2014,72944,1,Petrol,181000,496899,5000,491899
4089,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2016,43345,2,Petrol,181000,616649,5000,611649
4090,MARUTISWIFT,MARUTI,Hyderabad,2017,46413,1,Diesel,169000,612399,0,612399
4091,MARUTIEECO,MARUTI,Hyderabad,2019,12281,1,Petrol,367000,484199,17750,466449
4092,HYUNDAIVERNA,HYUNDAI,Hyderabad,2012,100170,1,Diesel,181000,511199,5000,506199
4093,MARUTIALTO 800,MARUTI,Hyderabad,2018,67913,1,Petrol,507000,330599,32600,297999
4094,VOLKSWAGENPOLO,VOLKSWAGEN,Hyderabad,2021,22658,1,Petrol,507000,962299,96100,866199
4095,VOLKSWAGENPOLO,VOLKSWAGEN,Hyderabad,2013,95248,2,Diesel,102000,392899,0,392899
4096,TATAALTROZ,TATA,Hyderabad,2020,19175,1,Petrol,474000,791899,0,791899
4097,MARUTISWIFT,MARUTI,Hyderabad,2020,63988,1,Petrol,507000,796799,41100,755699
4098,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2017,69816,1,Petrol,102000,640399,16300,624099
4099,MARUTISWIFT,MARUTI,Hyderabad,2018,43550,1,Diesel,507000,749699,5000,744699
4100,MAHINDRASCORPIO,MAHINDRA,Hyderabad,2021,43956,1,Diesel,507000,1938199,273500,1664699
4101,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2019,60094,1,Petrol,715000,751599,58300,693299
4102,RENAULTKWID,RENAULT,Hyderabad,2017,46654,1,Petrol,169000,387299,0,387299
4103,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2018,93412,1,Diesel,507000,812899,13900,798999
4104,MARUTIDZIRE,MARUTI,Hyderabad,2019,74227,1,Petrol,507000,677199,0,677199
4105,RENAULTTRIBER,RENAULT,Hyderabad,2021,57558,1,Petrol,507000,659899,22400,637499
4106,MARUTIBALENO,MARUTI,Hyderabad,2019,75459,2,Diesel,715000,642799,0,642799
4107,HYUNDAICRETA,HYUNDAI,Hyderabad,2018,96875,1,Diesel,715000,980499,5400,975099
4108,HYUNDAIVERNA,HYUNDAI,Hyderabad,2017,71531,1,Petrol,315000,764199,63000,701199
4109,MARUTICIAZ,MARUTI,Hyderabad,2018,97955,1,Diesel,507000,713199,9400,703799
4110,MAHINDRATHAR,MAHINDRA,Hyderabad,2022,24520,1,Diesel,715000,1713599,60000,1653599
4111,MARUTIDZIRE,MARUTI,Hyderabad,2018,52127,2,Petrol,507000,708199,21900,686299
4112,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2019,47805,1,Diesel,715000,1055899,40200,1015699
4113,MAHINDRAXUV 3OO,MAHINDRA,Hyderabad,2019,96730,1,Diesel,507000,1058549,140150,918399
4114,MARUTIBALENO,MARUTI,Hyderabad,2016,42020,1,Petrol,181000,654199,0,654199
4115,SKODARAPID,SKODA,Hyderabad,2017,43390,2,Petrol,169000,903799,67700,836099
4116,HYUNDAIVENUE,HYUNDAI,Hyderabad,2019,65655,1,Petrol,507000,1097199,59800,1037399
4117,HYUNDAIVERNA,HYUNDAI,Hyderabad,2020,48829,1,Diesel,507000,1232699,39600,1193099
