,City,Car_Name,Maker,Variant,Year,Model,Fuel_Type,KM_Driven,ownerNumber,Listing_Price,Discount,Original_Price,Car_Id,Cash_Down_Payment,Ex_Showroom_Price,On_Road_Price,CalculatedScore
0,North 24 Parganas,Maruti Swift,MARUTI,VXI,2020,SWIFT,Petrol,2944,1,614799,67350,682149,28666097786,0,600901,614799,474000
1,Kolkata,Mahindra BOLERO NEO,Mahindra,N 10,2022,BOLERO NEO,Diesel,1271,1,1206399,21150,1227549,11927278794,0,1196711,1206399,474000
2,Kolkata,Maruti Swift,MARUTI,VXI,2018,SWIFT,Petrol,79345,1,484299,72800,557099,1192823066,0,470401,484299,715000
3,Kolkata,Hyundai Santro Xing,HYUNDAI,GL,2010,SANTRO XING,Petrol,46556,2,166299,-600,166299,11952398763,0,152401,166299,72000
4,Kolkata,Hyundai Eon,Hyundai,MAGNA PLUS,2018,Eon,Petrol,2624,1,337399,-13400,337399,11946395768,0,327711,337399,468000
5,Howrah,Maruti Wagon R 1.0,Maruti,VXI,2014,Wagon R 1.0,Petrol,10953,1,356599,-5900,356599,12669979713,0,344057,356599,140000
6,Kolkata,Hyundai Elite i20,Hyundai,ERA 1.2,2019,Elite i20,Petrol,21415,1,532899,5000,537899,12695373777,0,519001,532899,474000
7,Kolkata,Maruti Swift,MARUTI,VXI,2018,SWIFT,Petrol,16301,1,559099,20000,579099,11944395772,0,545201,559099,370000
8,Kolkata,Volkswagen Polo,VOLKSWAGEN,HIGHLINE1.5L DIESEL,2015,POLO,Diesel,77595,1,359499,-15300,359499,11920798764,0,349811,359499,181000
9,Hooghly,Hyundai Eon,Hyundai,MAGNA PLUS,2014,Eon,Petrol,23786,1,227499,-500,227499,21127476790,0,214957,227499,140000
10,Hooghly,Mahindra Bolero,Mahindra,POWER+ SLE,2017,Bolero,Diesel,45095,1,570699,-32800,570699,21147870714,0,558511,570699,370000
11,Howrah,Tata Tiago,Tata,1.2 XT (O),2022,Tiago,Petrol,10687,1,577899,30500,608399,12652377718,0,564001,577899,507000
12,Kolkata,Hyundai i20,Hyundai,SPORTZ 1.2 O,2012,i20,Petrol,82883,2,289199,5000,294199,11917975799,0,279511,289199,140000
13,Kolkata,Hyundai i10,HYUNDAI,SPORTZ 1.2 KAPPA2,2013,I10,Petrol,72059,2,252799,17800,270599,11935095758,0,238901,252799,181000
14,Kolkata,Mahindra XUV500,MAHINDRA,W9,2019,XUV500,Diesel,7562,1,1405599,33300,1438899,11996795762,0,1386192,1405599,474000
15,Hooghly,Hyundai Eon,Hyundai,MAGNA,2012,Eon,Petrol,48802,1,200099,-5000,200099,21161772776,0,187557,200099,140000
16,Kolkata,Maruti Alto,MARUTI,LXI,2010,ALTO,Petrol,22973,1,152999,-3600,152999,11971171770,0,140457,152999,72000
17,Howrah,Maruti Baleno,Maruti,ZETA PETROL 1.2,2021,Baleno,Petrol,2781,1,770299,9100,779399,12676671790,0,756401,770299,474000
18,Kolkata,Maruti Swift,MARUTI,VXI,2019,SWIFT,Petrol,21388,1,558899,48100,606999,12673593784,0,545001,558899,474000
19,Hooghly,Maruti Alto 800,Maruti,LXI,2015,Alto 800,Petrol,35391,2,248099,-3800,248099,12622476798,0,238411,248099,140000
20,Howrah,Hyundai Creta,HYUNDAI,1.6 E + VTVT,2018,CRETA,Petrol,39812,1,840199,7100,847299,12679699760,0,820792,840199,169000
21,Kolkata,Mahindra Thar,Mahindra,CRDI 4x4 6str AC,2019,Thar,Diesel,12969,2,882999,-34100,882999,11946372799,0,870811,882999,474000
22,Kolkata,Maruti Alto 800,Maruti,LXI,2018,Alto 800,Petrol,3519,1,336699,0,336699,11946477796,0,327011,336699,169000
23,Kolkata,Maruti Celerio,MARUTI,VXI,2015,CELERIO,Petrol,11362,1,380499,34100,414599,11993996730,0,370811,380499,140000
24,Kolkata,Maruti Alto 800,Maruti,VXI,2014,Alto 800,Petrol,93106,1,239099,10000,249099,11957290769,0,229411,239099,468000
25,Kolkata,Maruti Celerio,Maruti,VXI,2021,Celerio,Petrol,7726,1,535699,0,535699,11903499707,0,523511,535699,474000
26,Kolkata,Volkswagen Polo,VOLKSWAGEN,Trendline 1.0 L Petrol,2020,POLO,Petrol,24344,1,526299,46900,573199,11950490772,0,513757,526299,715000
27,Kolkata,Maruti Eeco,Maruti,7 STR STD(O),2022,Eeco,Petrol,870,1,527099,15800,542899,11910678775,0,514911,527099,474000
28,Kolkata,Maruti Swift Dzire,Maruti,VXI,2014,Swift Dzire,Petrol,12792,1,448199,16400,464599,11909190764,0,438511,448199,181000
29,Kolkata,Maruti Swift Dzire,MARUTI,LXI OPT,2016,SWIFT DZIRE,Petrol,28164,2,401299,33900,435199,11921497743,0,391611,401299,140000
30,Kolkata,Hyundai Verna,Hyundai,1.4 VTVT E,2018,Verna,Petrol,31681,1,677249,19150,696399,11907695709,0,667561,677249,169000
31,Kolkata,Maruti Swift,Maruti,VXI,2012,Swift,Petrol,19042,1,346999,-12500,346999,11949475795,0,333101,346999,181000
32,Kolkata,Toyota Corolla Altis,Toyota,G,2013,Corolla Altis,Petrol,60387,1,386099,-21700,386099,11927275793,0,376411,386099,181000
33,Kolkata,Volkswagen Vento,Volkswagen,COMFORTLINE MT PETROL,2019,Vento,Petrol,10624,1,663999,-5600,663999,11905674770,0,644592,663999,169000
34,Kolkata,Renault Kwid,Renault,1.0 CLIMBER OPT,2022,Kwid,Petrol,1087,1,519099,5000,524099,11907570797,0,506557,519099,474000
35,Hooghly,Maruti Wagon R 1.0,Maruti,VXI,2013,WAGON R 1.0,Petrol,76617,1,290599,-22700,290599,21199373793,0,278057,290599,181000
36,Kolkata,Renault TRIBER,RENAULT,1.0 RXL PETROL,2019,TRIBER,Petrol,3897,1,569499,32200,601699,11949093770,0,556957,569499,474000
37,Kolkata,Hyundai Elite i20,HYUNDAI,Magna Executive 1.2,2017,ELITE I20,Petrol,19857,1,516199,21800,537999,12699891754,0,506511,516199,169000
38,Kolkata,Tata Tiago,Tata,XT 1.2 REVOTRON,2017,Tiago,Petrol,65546,1,354799,-9200,354799,11917373799,0,345111,354799,507000
39,Hooghly,Ford Ecosport,Ford,1.5 TITANIUM TI VCT,2016,Ecosport,Petrol,70882,1,471999,20700,492699,21187991700,0,462311,471999,322000
40,Kolkata,Maruti Alto K10,Maruti,LXI,2013,Alto K10,Petrol,38627,1,219199,-6300,219199,11918573779,0,209511,219199,140000
41,Kolkata,Maruti Wagon R 1.0,MARUTI,VXI,2018,WAGON R 1.0,Petrol,23019,1,395199,59000,454199,11944497777,0,382657,395199,468000
42,Kolkata,Maruti New  Wagon-R,MARUTI,VXI 1.0,2020,New  Wagon-R,Petrol,19123,1,526099,43400,569499,11964794728,0,513911,526099,367000
43,Kolkata,Maruti Alto 800,Maruti,LXI,2014,Alto 800,Petrol,34031,1,242799,-1900,242799,11953497760,0,233111,242799,140000
44,Hooghly,Maruti Wagon R 1.0,MARUTI,VXI AMT,2018,WAGON R 1.0,Petrol,16204,3,385499,28300,413799,21158796771,0,372957,385499,169000
45,Kolkata,Honda Jazz,Honda,1.5 VX I DTEC,2016,Jazz,Diesel,78751,2,431699,5000,436699,11947671798,0,422011,431699,102000
46,Kolkata,Maruti Celerio,MARUTI,VXI,2015,CELERIO,Petrol,24063,1,370699,31200,401899,11939294741,0,358157,370699,140000
47,Howrah,Renault Kwid,RENAULT,1.0 RXT Opt,2020,KWID,Petrol,11999,1,412999,14900,427899,17016994747,0,403311,412999,367000
48,Kolkata,Hyundai Xcent,HYUNDAI,E PLUS,2018,XCENT,Petrol,36913,2,435599,41400,476999,11982591733,0,421701,435599,169000
49,Kolkata,Maruti Swift,Maruti,ZXI+,2021,Swift,Petrol,24637,1,811799,28600,840399,28652397768,0,799611,811799,715000
50,Kolkata,Hyundai Grand i10,HYUNDAI,MAGNA 1.2 KAPPA VTVT,2016,GRAND I10,Petrol,33053,1,385599,-8400,385599,11919570714,0,375911,385599,181000
51,Kolkata,Maruti Ertiga,Maruti,VXI ABS,2017,Ertiga,Petrol,52930,1,673899,24900,698799,11929876798,0,660001,673899,507000
52,Kolkata,Hyundai NEW SANTRO,Hyundai,1.1 MAGNA MT,2020,NEW SANTRO,Petrol,4270,1,458499,20000,478499,28619598709,0,448811,458499,474000
53,Kolkata,Maruti Alto K10,Maruti,VXI,2012,Alto K10,Petrol,9721,1,217399,-11000,217399,11930172775,0,207711,217399,181000
54,Kolkata,Mahindra Scorpio,MAHINDRA,S11,2020,SCORPIO,Diesel,32247,1,1656099,177300,1833399,10116899759,0,1636692,1656099,715000
55,Hooghly,Maruti Alto,Maruti,VXI,2021,Alto,Petrol,2275,1,396099,33800,429899,28607371711,0,386411,396099,367000
56,Howrah,Maruti S PRESSO,MARUTI,VXI,2021,S PRESSO,Petrol,7082,1,455099,14000,469099,12647690743,0,445411,455099,367000
57,Kolkata,Maruti New  Wagon-R,Maruti,VXI 1.0,2020,New  Wagon-R,Petrol,17836,1,532299,11300,543599,11914393706,0,520111,532299,367000
58,Kolkata,Hyundai NEW I20,Hyundai,SPORTZ 1.2 MT,2021,NEW I20,Petrol,2881,1,770299,35000,805299,12686597767,0,760611,770299,474000
59,Kolkata,Honda City,Honda,SV CVT PETROL,2015,City,Petrol,51900,2,506099,5000,511099,12626771792,0,492201,506099,181000
60,Howrah,Maruti Swift,MARUTI,ZXI,2015,SWIFT,Petrol,24245,1,485099,36300,521399,12637793701,0,471201,485099,181000
61,Kolkata,Skoda Rapid,SKODA,AMBITION 1.6 MPFI MT,2013,RAPID,Petrol,91539,2,466299,5000,471299,11927277771,0,456611,466299,102000
62,Kolkata,Mahindra Scorpio,MAHINDRA,S11,2021,SCORPIO,Diesel,26772,2,1643299,0,1643299,11985277777,0,1633611,1643299,715000
63,Kolkata,Hyundai NEW SANTRO,HYUNDAI,ERA 1.1,2019,NEW SANTRO,Petrol,45693,1,366799,23000,389799,11979392746,0,357111,366799,468000
64,Kolkata,Renault Kiger,RENAULT,RXZ CVT 1.0 TURBO DUAL TONE,2022,Kiger,Petrol,4328,1,1047799,115200,1162999,12654694722,0,1038111,1047799,474000
65,Kolkata,Hyundai Xcent,Hyundai,S 1.2,2016,Xcent,Petrol,84512,2,351399,-8200,351399,11985474772,0,341711,351399,102000
66,Kolkata,Hyundai Eon,Hyundai,ERA PLUS,2014,Eon,Petrol,52959,1,241599,-1200,241599,11905593764,0,229057,241599,140000
67,Kolkata,Maruti Swift,Maruti,VXI,2015,Swift,Petrol,37307,1,398299,0,398299,11959470794,0,388611,398299,181000
68,Kolkata,Datsun Go Plus,DATSUN,T (O) CVT,2020,GO PLUS,Petrol,15755,2,517899,45000,562899,11975592726,0,505711,517899,474000
69,Kolkata,Maruti Wagon R 1.0,MARUTI,LXI,2016,WAGON R 1.0,Petrol,33278,1,331799,29100,360899,11925191798,0,319257,331799,140000
70,Kolkata,Maruti Celerio X,MARUTI,ZXI OPT AMT,2018,CELERIO X,Petrol,28198,1,420399,44000,464399,28695592783,0,407857,420399,370000
71,Kolkata,Maruti Dzire,MARUTI,VXI,2020,DZIRE,Petrol,17572,1,620099,68400,688499,11902292742,0,610411,620099,367000
72,Hooghly,Maruti Swift,MARUTI,VXI,2019,SWIFT,Petrol,46282,2,560699,46300,606999,21102993710,0,546801,560699,715000
73,Kolkata,Maruti Vitara Brezza,MARUTI,ZDI PLUS DUAL TONE,2016,VITARA BREZZA,Diesel,57569,2,631999,25600,657599,11954794766,0,622311,631999,181000
74,Kolkata,Maruti Wagon R 1.0,Maruti,VXI,2013,Wagon R 1.0,Petrol,73462,1,288499,-21000,288499,11969399765,0,275957,288499,181000
75,Kolkata,Maruti Ciaz,MARUTI,VXI PLUS,2015,CIAZ,Petrol,47403,2,446298,31200,477498,11936296722,0,436610,446298,181000
76,Howrah,Maruti Swift,MARUTI,VXI,2012,SWIFT,Petrol,40109,1,329799,20800,350599,12682790735,0,320111,329799,181000
77,Kolkata,Maruti Dzire,MARUTI,ZXI Plus,2018,DZIRE,Petrol,55779,1,561299,39400,600699,1198248764,0,547401,561299,507000
78,Kolkata,Hyundai Verna,HYUNDAI,FLUIDIC 1.6 SX VTVT,2016,VERNA,Petrol,62031,1,515399,50700,566099,11991191746,0,495992,515399,322000
79,North 24 Parganas,Hyundai Eon,HYUNDAI,MAGNA O,2011,EON,Petrol,86805,1,181699,0,181699,28629692768,0,172011,181699,507000
80,Kolkata,Hyundai i20,Hyundai,ASTA 1.4 CRDI,2014,i20,Diesel,63497,2,349599,5000,354599,11961098766,0,335701,349599,181000
81,Kolkata,Maruti Alto 800,MARUTI,VXI,2014,ALTO 800,Petrol,27046,1,250799,5000,255799,11967879796,0,238257,250799,140000
82,Kolkata,Honda City,Honda,SV MT PETROL,2019,City,Petrol,13434,2,744199,-11200,744199,11942474775,0,730301,744199,169000
83,Kolkata,Maruti New  Wagon-R,Maruti,VXI 1.0,2019,New  Wagon-R,Petrol,12935,1,522099,22400,544499,11949694709,0,512411,522099,367000
84,Kolkata,Hyundai Creta,HYUNDAI,1.6 SX AT CRDI,2018,CRETA,Diesel,37630,1,1098199,81700,1179899,11928994776,0,1078792,1098199,370000
85,Kolkata,Maruti Alto 800,MARUTI,LXI,2014,ALTO 800,Petrol,35823,3,228099,14100,242199,10095598757,0,215557,228099,140000
86,Kolkata,Maruti Swift Dzire,Maruti,VXI,2014,SWIFT DZIRE,Petrol,21391,2,429099,33100,462199,11907092702,0,415201,429099,140000
87,Kolkata,Hyundai Xcent,HYUNDAI,SX 1.2,2019,XCENT,Petrol,11159,2,491799,74750,566549,2115206768,0,482111,491799,169000
88,Kolkata,Maruti Alto K10,MARUTI,VXI,2018,ALTO K10,Petrol,30224,1,328999,50900,379899,11923698792,0,316457,328999,169000
89,Kolkata,Hyundai Grand i10,HYUNDAI,SPORTZ 1.2 KAPPA VTVT,2019,GRAND I10,Petrol,27407,1,490399,51500,541899,11904596782,0,480711,490399,367000
90,Kolkata,Hyundai Creta,Hyundai,1.6 SX (O) VTVT,2019,Creta,Petrol,48064,2,1108499,0,1108499,11900070779,0,1098811,1108499,715000
91,Kolkata,Hyundai Grand i10,HYUNDAI,ASTA 1.2 VTVT,2018,GRAND I10,Petrol,22492,1,524099,50400,574499,11978999733,0,510201,524099,468000
92,Kolkata,Hyundai NEW SANTRO,HYUNDAI,ASTA 1.1 MT,2019,NEW SANTRO,Petrol,42119,1,438199,71600,509799,1262776462,0,424301,438199,507000
93,Kolkata,Ford Ecosport,Ford,1.0 ECOBOOST TITANIUM,2014,Ecosport,Petrol,38203,1,481799,6000,487799,11935490760,0,469257,481799,181000
94,Kolkata,Datsun Go,Datsun,T,2014,Go,Petrol,28064,2,225399,-7400,225399,11990992705,0,215711,225399,140000
95,Kolkata,Hyundai Verna,HYUNDAI,FLUIDIC 1.6 VTVT S,2016,VERNA,Petrol,23847,1,524499,25700,550199,11993897743,0,514811,524499,181000
96,North 24 Parganas,Maruti Vitara Brezza,MARUTI,ZDI+ DUAL TONE AMT,2019,VITARA BREZZA,Diesel,37427,1,918399,99300,1017699,28602994749,0,898992,918399,715000
97,Kolkata,Renault Kwid,RENAULT,RXT,2020,KWID,Petrol,13648,1,433199,32200,465399,11988990738,0,420657,433199,367000
98,Kolkata,Maruti Swift,Maruti,VXI AMT,2018,Swift,Petrol,25410,1,577199,28700,605899,11999690704,0,563301,577199,169000
99,Howrah,Maruti Wagon R 1.0,MARUTI,VXI,2016,WAGON R 1.0,Petrol,28518,2,364899,24200,389099,12624499731,0,352357,364899,140000
100,Kolkata,Maruti Alto 800,Maruti,LXI,2013,Alto 800,Petrol,45643,1,224999,-9400,224999,11913090704,0,212457,224999,181000
101,Kolkata,Volkswagen Polo,Volkswagen,GT TSI AT 1.0,2021,Polo,Petrol,11068,3,915599,96100,1011699,11931090701,0,903057,915599,715000
102,Kolkata,Ford Ecosport,Ford,1.5 TITANIUMTDCI OPT,2015,Ecosport,Diesel,52613,2,529799,22700,552499,11956694703,0,515901,529799,181000
103,Kolkata,Maruti Swift,Maruti,VXI,2013,Swift,Petrol,70063,1,348699,5000,353699,11930695702,0,339011,348699,181000
104,Kolkata,Datsun Go,DATSUN,T,2014,GO,Petrol,22412,1,220599,-4100,220599,11952893702,0,206701,220599,140000
105,Kolkata,Hyundai NEW SANTRO,HYUNDAI,MAGNA 1.1 CORPORATE EDITION,2020,NEW SANTRO,Petrol,15383,1,436399,42500,478899,11952291726,0,426711,436399,474000
106,Kolkata,Honda Amaze,HONDA,1.2 VXMT I VTEC,2014,AMAZE,Petrol,30992,2,386599,28700,415299,11917296718,0,376911,386599,140000
107,Kolkata,Maruti Swift Dzire,MARUTI,VXI,2014,SWIFT DZIRE,Petrol,47493,1,399599,40650,440249,11980590729,0,385701,399599,181000
108,Kolkata,Hyundai Eon,Hyundai,MAGNA PLUS,2018,EON,Petrol,33404,1,304299,0,304299,11921977797,0,291757,304299,169000
109,North 24 Parganas,Maruti Baleno,MARUTI,ZETA 1.2 K12,2019,BALENO,Petrol,67875,1,573399,40700,614099,11958298719,0,559501,573399,507000
110,Kolkata,Maruti Swift Dzire,MARUTI,VXI,2014,SWIFT DZIRE,Petrol,76703,1,419799,6300,426099,11911190763,0,405901,419799,181000
111,Kolkata,Hyundai Creta,Hyundai,1.6 SX AT CRDI,2018,Creta,Diesel,56907,1,1115699,15000,1130699,11982875795,0,1106011,1115699,315000
112,Kolkata,Maruti Alto 800,MARUTI,VXI,2015,ALTO 800,Petrol,46994,2,254799,6500,261299,10030499714,0,242257,254799,140000
113,Kolkata,Nissan Kicks,NISSAN,XV PETROL,2019,Kicks,Petrol,39478,1,615999,115500,731499,1190422643,0,602101,615999,715000
114,Kolkata,Maruti Swift,MARUTI,VXI,2015,SWIFT,Petrol,57450,1,397099,-1400,397099,11920697789,0,383201,397099,181000
115,Kolkata,Maruti XL6,MARUTI,ALPHA SHVS  MT,2020,XL6,Petrol,9883,2,909299,78800,988099,11969397750,0,899611,909299,367000
116,Kolkata,Hyundai NEW SANTRO,HYUNDAI,SPORTZ 1.1,2019,NEW SANTRO,Petrol,20629,2,443299,55600,498899,11986595773,0,429401,443299,367000
117,Kolkata,Hyundai Grand i10,HYUNDAI,MAGNA 1.2 VTVT,2018,GRAND I10,Petrol,52987,1,432699,41300,473999,11903495735,0,418801,432699,507000
118,Kolkata,Maruti Wagon R 1.0,MARUTI,VXI,2018,WAGON R 1.0,Petrol,15548,1,418099,41350,459449,11935693724,0,408411,418099,169000
119,Howrah,KIA SELTOS,KIA,1.5 GTX+ AT,2020,SELTOS,Diesel,67419,1,1523799,148600,1672399,12655890727,0,1514111,1523799,715000
120,Kolkata,Ford Ecosport,FORD,1.5  TITANIUM SPORTS(SUNROOF),2021,ECOSPORT,Diesel,8143,1,1074499,83600,1158099,11922595746,0,1064811,1074499,474000
121,Kolkata,Hyundai Grand i10,Hyundai,ASTA 1.2 KAPPA VTVT,2019,Grand i10,Petrol,25600,1,502999,5000,507999,11992592707,0,489101,502999,169000
122,Kolkata,Maruti Swift,MARUTI,VDI,2017,SWIFT,Diesel,82858,1,432199,25500,457699,11908595723,0,422511,432199,507000
123,Kolkata,Ford Ecosport,FORD,1.5 TITANIUM PLUS TI VCT AT,2020,ECOSPORT,Petrol,15344,1,956849,68650,1025499,11977894731,0,942951,956849,367000
124,Kolkata,Maruti Swift,Maruti,LXI,2019,Swift,Petrol,61909,1,487999,21300,509299,11901797707,0,474101,487999,507000
125,Kolkata,Honda Jazz,HONDA,1.2 SV MT,2018,JAZZ,Petrol,34640,1,565399,51600,616999,11929194722,0,551501,565399,169000
126,Kolkata,Maruti Swift,MARUTI,VXI,2014,SWIFT,Petrol,29796,2,369299,29100,398399,11984492718,0,355401,369299,140000
127,Kolkata,Toyota Corolla Altis,Toyota,VL AT,2018,Corolla Altis,Petrol,34316,2,1411199,137500,1548699,11944993740,0,1401511,1411199,370000
128,Kolkata,Maruti Baleno,MARUTI,DELTA 1.2 K12,2019,BALENO,Petrol,27137,1,589899,52250,642149,11942298750,0,576001,589899,367000
129,Kolkata,Ford Ecosport,Ford,1.5 TDCI TITANIUM PLUS,2017,Ecosport,Diesel,69342,1,650099,30600,680699,11936399702,0,640411,650099,507000
130,Kolkata,Honda City,Honda,SV CVT PETROL,2014,City,Petrol,57030,1,506799,-10000,506799,11978879792,0,497111,506799,181000
131,Kolkata,Hyundai Elite i20,HYUNDAI,Magna Executive 1.2,2018,ELITE I20,Petrol,24062,1,553099,12100,565199,11934492782,0,543411,553099,370000
132,Kolkata,Honda City,HONDA,V MT PETROL,2019,CITY,Petrol,20355,1,876699,20700,897399,11952891762,0,867011,876699,474000
133,Howrah,Mahindra XUV 3OO,MAHINDRA,1.2 W4 MT,2021,XUV 3OO,Petrol,15777,1,741499,85400,826899,12658193738,0,731811,741499,715000
134,Kolkata,Maruti Swift,MARUTI,VXI,2013,SWIFT,Petrol,65033,1,347799,-14000,347799,11954198765,0,338111,347799,181000
135,Kolkata,Ford Ecosport,FORD,1.5 TREND TDCI,2014,ECOSPORT,Diesel,74464,1,439499,-300,439499,11949092703,0,425601,439499,181000
136,Kolkata,Ford Ecosport,FORD,1.5 TITANIUM PLUS TI VCT AT,2019,ECOSPORT,Petrol,7277,1,980999,79700,1060699,11953699739,0,967101,980999,367000
137,Kolkata,Hyundai GRAND I10 NIOS,HYUNDAI,SPORTZ PETROL,2020,GRAND I10 NIOS,Petrol,2818,1,650899,0,650899,11906572770,0,637001,650899,474000
138,Kolkata,Hyundai Verna,HYUNDAI,1.6 SX (O) CRDI MT,2019,VERNA,Diesel,42775,1,958999,93200,1052199,11942398705,0,939592,958999,507000
139,Kolkata,Hyundai i20,Hyundai,SPORTZ 1.2 VTVT,2014,i20,Petrol,52015,1,365199,5000,370199,11941596760,0,355511,365199,181000
140,Kolkata,Hyundai GRAND I10 NIOS,Hyundai,SPORTZ PETROL,2019,GRAND I10 NIOS,Petrol,2021,1,650899,0,650899,11918372778,0,637001,650899,474000
141,Hooghly,Maruti Dzire,MARUTI,VXI,2019,DZIRE,Petrol,8099,1,644199,71200,715399,21143799732,0,630301,644199,367000
142,Kolkata,Maruti Baleno,MARUTI,ALPHA 1.2K12  AT,2020,BALENO,Petrol,6119,1,827899,59300,887199,11921498732,0,818211,827899,474000
143,Kolkata,Ford Ecosport,FORD,1.5TITANIUM TDCI,2013,ECOSPORT,Diesel,59685,2,450699,51900,502599,11914790776,0,436801,450699,181000
144,Hooghly,Maruti Alto 800,MARUTI,LXI,2018,ALTO 800,Petrol,10579,1,320699,16000,336699,11247697788,0,308157,320699,169000
145,Kolkata,Hyundai Creta,Hyundai,1.6 SX VTVT,2018,Creta,Petrol,29130,1,947599,5900,953499,11986677798,0,928192,947599,370000
146,Kolkata,Hyundai Elite i20,HYUNDAI,ASTA 1.2,2015,ELITE I20,Petrol,40796,1,485799,6900,492699,11976797757,0,471901,485799,181000
147,Kolkata,Hyundai Creta,HYUNDAI,1.6 SX PLUS VTVT,2016,CRETA,Petrol,27312,1,812599,95200,907799,28647999725,0,802911,812599,520000
148,Kolkata,Honda WR-V,Honda,1.2 i-VTEC VX MT,2019,WR-V,Petrol,27429,1,774799,-8600,774799,11919476793,0,760901,774799,367000
149,Kolkata,Mahindra MARAZZO,Mahindra,M2 8 STR,2021,MARAZZO,Diesel,9238,1,1188199,55600,1243799,11913392701,0,1178511,1188199,474000
150,North 24 Parganas,Skoda Rapid,Skoda,1.6 MPI MT ACTIVE,2019,Rapid,Petrol,41352,1,746399,0,746399,11925370770,0,736711,746399,715000
151,Kolkata,Hyundai Xcent,Hyundai,E PLUS,2018,Xcent,Petrol,47053,1,440599,-8300,440599,11918299768,0,430911,440599,507000
152,Kolkata,Hyundai Elite i20,HYUNDAI,Magna Executive 1.2,2018,ELITE I20,Petrol,26795,1,553099,12100,565199,11983498721,0,539201,553099,169000
153,Kolkata,Hyundai VENUE,Hyundai,1.0 TURBO GDI SX+ AT,2019,VENUE,Petrol,14381,1,1041199,24600,1065799,11912099761,0,1031511,1041199,474000
154,Kolkata,Maruti Wagon R 1.0,Maruti,VXI,2016,Wagon R 1.0,Petrol,20642,1,407499,5000,412499,11991879792,0,394957,407499,140000
155,Kolkata,Maruti Wagon R 1.0,MARUTI,VXI,2018,WAGON R 1.0,Petrol,33632,2,399299,57300,456599,17047293717,0,386757,399299,370000
156,Kolkata,Maruti Swift,Maruti,VXI,2015,Swift,Petrol,76175,1,398299,0,398299,11960691740,0,384401,398299,102000
157,Kolkata,Maruti Swift,Maruti,VXI,2012,Swift,Petrol,85873,1,321499,-12400,321499,11928096767,0,311811,321499,181000
158,Kolkata,Maruti Baleno,MARUTI,ZETA 1.2 K12,2016,BALENO,Petrol,56814,1,510099,48100,558199,11971297721,0,500411,510099,181000
159,Howrah,Hyundai NEW I20,Hyundai,SPORTZ 1.2 MT,2021,NEW I20,Petrol,6599,1,832199,-13100,832199,12686571798,0,822511,832199,474000
160,Kolkata,Maruti Baleno,MARUTI,DELTA 1.2 K12,2020,BALENO,Petrol,14834,1,627499,66500,693999,11979299720,0,613601,627499,367000
161,Kolkata,Honda WR-V,Honda,1.2 i-VTEC VX MT,2019,WR-V,Petrol,21730,1,756099,32300,788399,11906191748,0,742201,756099,367000
162,Kolkata,Hyundai i20 Active,HYUNDAI,1.2 S,2016,I20 ACTIVE,Petrol,59356,2,484299,54000,538299,11984391792,0,470401,484299,181000
163,Kolkata,Maruti Alto 800,MARUTI,LXI,2018,ALTO 800,Petrol,44592,1,296199,12700,308899,28639593759,0,286511,296199,315000
164,Kolkata,Honda Jazz,Honda,1.2 ZX MT,2021,Jazz,Petrol,5745,1,931399,26600,957999,11900776797,0,917501,931399,474000
165,Kolkata,Ford Ecosport,FORD,1.5 TITANIUM TI VCT,2018,ECOSPORT,Petrol,54544,1,663699,88700,752399,1198966660,0,649801,663699,507000
166,Kolkata,Hyundai Elite i20,Hyundai,ASTA 1.2,2015,Elite i20,Petrol,53890,1,487299,20400,507699,11973594709,0,477611,487299,181000
167,Kolkata,Hyundai Elite i20,HYUNDAI,ASTA 1.4 CRDI,2018,ELITE I20,Diesel,91106,1,605199,61600,666799,11980695733,0,591301,605199,715000
168,Kolkata,Honda WR-V,Honda,1.2 i-VTEC VX MT,2019,WR-V,Petrol,28228,1,772699,-5100,772699,11969279791,0,763011,772699,367000
169,Kolkata,Honda City,Honda,V MT PETROL,2018,City,Petrol,31801,1,789099,-12800,789099,11904877773,0,779411,789099,370000
170,Kolkata,Hyundai Verna,HYUNDAI,1.6 SX VTVT,2018,VERNA,Petrol,57604,1,744999,66500,811499,11977196744,0,735311,744999,507000
171,Kolkata,Honda City,HONDA,V MT PETROL,2019,CITY,Petrol,45064,1,875599,93000,968599,11907091788,0,861701,875599,715000
172,Kolkata,Maruti Wagon R 1.0,Maruti,VXI,2017,Wagon R 1.0,Petrol,13595,2,431899,5000,436899,11952890702,0,422211,431899,169000
173,Howrah,Maruti Wagon R 1.0,Maruti,VXI,2014,Wagon R 1.0,Petrol,33292,2,349499,-2800,349499,12670293766,0,336957,349499,140000
174,Kolkata,Maruti Dzire,MARUTI,VXI,2018,DZIRE,Petrol,27563,1,605299,35100,640399,11928091716,0,591401,605299,169000
175,Kolkata,Ford Ecosport,Ford,1.0 ECOBOOST TITANIUM,2014,Ecosport,Petrol,75658,1,551099,-8900,551099,11966499764,0,541411,551099,181000
176,Kolkata,KIA SONET,KIA,GTX + 1.0 IMT,2020,SONET,Petrol,20879,2,1181999,92000,1273999,11926890739,0,1172311,1181999,715000
177,Kolkata,Tata Harrier,TATA,XZ 2.0L Kryotec,2019,Harrier,Diesel,57852,1,1303999,127000,1430999,11930697736,0,1294311,1303999,715000
